customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5313-XXXXX,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,70.12,1823.12,No
9866-XXXXX,Male,1,Yes,Yes,15,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card,28.02,420.3,No
4853-XXXXX,Female,1,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,53.39,1334.75,Yes
6570-XXXXX,Female,0,Yes,No,37,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.61,2131.57,Yes
6882-XXXXX,Male,1,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,105.04,6932.64,No
4592-XXXXX,Female,1,No,No,24,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,106.87,2564.88,No
4573-XXXXX,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,31.79,1049.07,No
8092-XXXXX,Male,1,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,40.75,81.5,No
1277-XXXXX,Male,1,No,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer,47.67,2860.2,No
2642-XXXXX,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,46.69,2941.47,No
2665-XXXXX,Female,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,55.09,275.45,No
7098-XXXXX,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card,49.55,2328.85,No
9337-XXXXX,Male,0,No,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,51.33,2669.16,No
1392-XXXXX,Male,0,No,No,54,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,75.23,4062.42,No
2555-XXXXX,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card,36.85,1584.55,No
8725-XXXXX,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,119.1,5835.9,No
6865-XXXXX,Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,109.67,7018.88,No
9234-XXXXX,Female,1,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card,50.45,1109.9,No
5000-XXXXX,Female,1,Yes,Yes,67,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,42.77,2865.59,No
1098-XXXXX,Female,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,48.57,1019.97,No
1714-XXXXX,Female,1,No,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card,74.51,3576.48,No
9804-XXXXX,Male,1,No,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,58.63,3869.58,No
4482-XXXXX,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer,112.48,5624.0,No
4999-XXXXX,Male,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.95,2134.8,Yes
6781-XXXXX,Female,1,No,Yes,5,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,64.4,322.0,No
9946-XXXXX,Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer,46.22,1247.94,No
3482-XXXXX,Female,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,72.62,726.2,No
5162-XXXXX,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,23.78,1236.56,No
4590-XXXXX,Male,1,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.16,1709.96,No
4475-XXXXX,Female,1,No,Yes,70,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,104.24,7296.8,No
9750-XXXXX,Male,1,No,Yes,65,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.47,7570.55,Yes
2756-XXXXX,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,103.52,7039.36,No
3418-XXXXX,Female,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,53.36,1654.16,No
3793-XXXXX,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,24.69,98.76,No
6505-XXXXX,Female,1,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,93.55,5238.8,No
7937-XXXXX,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,105.88,4341.08,No
7893-XXXXX,Male,1,Yes,No,30,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,83.42,2502.6,No
7031-XXXXX,Female,0,No,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.97,314.79,No
4417-XXXXX,Male,0,Yes,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,66.26,1656.5,No
4351-XXXXX,Male,1,No,No,65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,88.99,5784.35,No
7125-XXXXX,Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,116.9,1753.5,No
6759-XXXXX,Male,0,No,Yes,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,54.92,2910.76,No
7321-XXXXX,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,24.29,1676.01,No
1870-XXXXX,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,114.85,3100.95,No
2493-XXXXX,Male,0,Yes,No,15,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.11,1201.65,Yes
8228-XXXXX,Female,1,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,86.74,3643.08,No
8950-XXXXX,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,57.73,1616.44,No
6399-XXXXX,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,26.71,1709.44,No
5065-XXXXX,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,60.22,1144.18,No
8553-XXXXX,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,79.35,4205.55,No
9906-XXXXX,Female,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,102.25,6646.25,No
5170-XXXXX,Male,1,Yes,No,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,106.92,748.44,No
2736-XXXXX,Female,1,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,71.81,861.72,No
6242-XXXXX,Male,0,No,Yes,39,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,119.93,4677.27,Yes
2216-XXXXX,Male,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,99.91,3197.12,No
5428-XXXXX,Female,1,Yes,Yes,32,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,43.95,1406.4,No
5547-XXXXX,Female,1,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,86.57,4761.35,No
6606-XXXXX,Male,1,No,No,23,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.9,1446.7,No
7049-XXXXX,Male,1,No,No,59,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,72.92,4302.28,No
9619-XXXXX,Female,0,No,No,37,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.6,1724.2,Yes
7639-XXXXX,Male,0,Yes,No,6,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,90.93,545.58,Yes
5059-XXXXX,Male,1,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.31,1126.89,Yes
4095-XXXXX,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,105.25,5788.75,No
9895-XXXXX,Male,1,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,49.7,3180.8,No
4835-XXXXX,Male,0,Yes,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.35,2310.75,No
7904-XXXXX,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,83.73,418.65,No
4167-XXXXX,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,79.21,396.05,No
6715-XXXXX,Female,1,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,41.29,2394.82,No
2163-XXXXX,Male,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,27.55,1157.1,Yes
1240-XXXXX,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,54.66,3771.54,No
6164-XXXXX,Female,1,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,46.41,1577.94,No
4850-XXXXX,Female,1,No,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,114.23,6396.88,No
4000-XXXXX,Female,1,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,87.38,5330.18,No
5094-XXXXX,Male,1,No,Yes,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,116.21,6623.97,Yes
2902-XXXXX,Male,0,No,Yes,67,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,99.1,6639.7,No
5789-XXXXX,Male,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,116.0,3596.0,No
2068-XXXXX,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,50.25,2763.75,No
7085-XXXXX,Female,0,No,Yes,72,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.87,4526.64,No
7712-XXXXX,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.78,2765.84,No
7824-XXXXX,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.74,2003.52,Yes
7842-XXXXX,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.93,401.58,Yes
1662-XXXXX,Female,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,43.53,914.13,No
3851-XXXXX,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.31,1054.65,No
3924-XXXXX,Male,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,45.23,1175.98,No
2254-XXXXX,Female,1,Yes,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,108.6,868.8,No
2438-XXXXX,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,88.29,2736.99,No
6729-XXXXX,Male,1,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,27.88,1282.48,No
2910-XXXXX,Female,1,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,56.02,3865.38,No
6231-XXXXX,Female,1,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,45.7,1782.3,No
1806-XXXXX,Male,0,Yes,Yes,60,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.19,3611.4,Yes
5414-XXXXX,Male,1,Yes,No,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,34.62,969.36,No
2404-XXXXX,Male,0,Yes,No,50,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,37.79,1889.5,No
8051-XXXXX,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,113.22,4075.92,No
6287-XXXXX,Male,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,83.04,83.04,No
3730-XXXXX,Male,0,No,No,47,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,64.8,3045.6,No
4286-XXXXX,Female,1,No,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,62.72,3763.2,No
1250-XXXXX,Female,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.23,64.46,No
5422-XXXXX,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,45.51,2184.48,Yes
7864-XXXXX,Female,1,Yes,No,53,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,63.77,3379.81,No
2358-XXXXX,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,91.57,1007.27,Yes
4973-XXXXX,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card,96.38,3180.54,No
4594-XXXXX,Female,1,No,No,28,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.22,622.16,No
3568-XXXXX,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.71,357.39,No
2898-XXXXX,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.84,1208.72,No
1893-XXXXX,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,114.99,4714.59,Yes
7539-XXXXX,Male,1,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,33.11,2317.7,Yes
3592-XXXXX,Male,1,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98.19,196.38,No
2999-XXXXX,Male,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,38.18,1641.74,No
3494-XXXXX,Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,92.67,0.0,No
5752-XXXXX,Female,1,No,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.72,2434.56,Yes
9249-XXXXX,Female,1,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,97.28,4669.44,No
9272-XXXXX,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,85.19,5963.3,No
7368-XXXXX,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,22.34,871.26,No
4534-XXXXX,Female,1,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,91.36,6212.48,No
3275-XXXXX,Female,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,99.39,4074.99,No
4503-XXXXX,Male,1,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,47.89,3160.74,No
5413-XXXXX,Female,0,Yes,Yes,13,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.64,853.32,No
5375-XXXXX,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,36.41,1674.86,Yes
8115-XXXXX,Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,91.32,6483.72,No
3825-XXXXX,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,99.38,1093.18,No
7547-XXXXX,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.94,3287.18,Yes
2074-XXXXX,Female,0,No,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,62.54,2376.52,No
3414-XXXXX,Female,1,No,No,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,80.03,2640.99,No
2288-XXXXX,Male,1,Yes,Yes,19,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,76.64,1456.16,No
8216-XXXXX,Male,1,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,99.12,4262.16,No
9423-XXXXX,Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,88.13,2467.64,No
6984-XXXXX,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.76,2661.04,Yes
6242-XXXXX,Male,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.76,4003.84,Yes
1425-XXXXX,Female,1,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,87.87,263.61,No
6523-XXXXX,Female,1,Yes,No,16,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,85.17,1362.72,No
7330-XXXXX,Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,75.5,3624.0,No
4732-XXXXX,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,73.95,3919.35,Yes
3238-XXXXX,Female,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.3,707.5,No
9038-XXXXX,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,94.69,3598.22,No
5787-XXXXX,Female,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.48,2624.32,Yes
9165-XXXXX,Female,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.99,4895.32,No
8832-XXXXX,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,38.78,2171.68,Yes
4667-XXXXX,Female,1,No,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.76,3829.12,Yes
2067-XXXXX,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,94.18,6404.24,No
3909-XXXXX,Male,1,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,71.4,428.4,No
4648-XXXXX,Male,1,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,109.85,7140.25,Yes
9966-XXXXX,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,65.63,1575.12,No
5974-XXXXX,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.2,5614.0,Yes
8448-XXXXX,Male,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,71.44,3714.88,No
8491-XXXXX,Male,1,No,Yes,17,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.39,703.63,No
6900-XXXXX,Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,91.73,3394.01,No
6536-XXXXX,Male,1,Yes,Yes,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,24.7,1630.2,No
3350-XXXXX,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,41.01,1271.31,No
6235-XXXXX,Female,0,No,Yes,70,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,68.22,4775.4,Yes
3413-XXXXX,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,24.4,1049.2,No
8203-XXXXX,Female,1,Yes,Yes,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,72.39,3329.94,No
7194-XXXXX,Male,1,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.91,2881.48,No
1123-XXXXX,Female,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,83.76,1842.72,No
6028-XXXXX,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.05,3431.75,Yes
3529-XXXXX,Male,1,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,75.78,4319.46,No
1198-XXXXX,Female,1,No,Yes,47,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,96.19,4520.93,No
5029-XXXXX,Male,1,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,39.42,1576.8,No
6845-XXXXX,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,103.43,5688.65,No
4136-XXXXX,Female,1,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,99.44,4474.8,No
4975-XXXXX,Male,0,No,Yes,48,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.8,5558.4,No
3489-XXXXX,Male,1,No,Yes,12,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,41.27,495.24,Yes
2372-XXXXX,Male,1,Yes,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,54.57,2182.8,No
6300-XXXXX,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,98.32,1671.44,No
6748-XXXXX,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,54.65,3169.7,No
8569-XXXXX,Male,0,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,117.87,5775.63,No
3257-XXXXX,Male,1,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,75.33,3163.86,No
1266-XXXXX,Female,1,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,70.44,4226.4,No
6063-XXXXX,Male,1,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.44,1383.36,No
8773-XXXXX,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,92.56,2591.68,No
4041-XXXXX,Male,1,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,23.39,748.48,Yes
7256-XXXXX,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,42.53,1998.91,No
